url,canonical,og_url,twitter_url,robots,title,status,issues
"http://localhost:3000/treatments/anti-inflammatory-injections-for-joint-and-spine-pain","https://mountainspineorthopedics.com/treatments/anti-inflammatory-injections-for-joint-and-spine-pain","https://mountainspineorthopedics.com/treatments/anti-inflammatory-injections-for-joint-and-spine-pain","","","Anti-Inflammatory Injections for Joint and Spine Pain | Mountain Spine & Orthopedics","ok",""
"http://localhost:3000/treatments/multilevel-degenerative-disc-disease-surgery","https://mountainspineorthopedics.com/treatments/multilevel-degenerative-disc-disease-surgery","https://mountainspineorthopedics.com/treatments/multilevel-degenerative-disc-disease-surgery","","","Multilevel Degenerative Disc Disease Surgery - Mountain Spine & Orthopedics","ok",""
"http://localhost:3000/treatments/revision-spinal-surgery","https://mountainspineorthopedics.com/treatments/revision-spinal-surgery","https://mountainspineorthopedics.com/treatments/revision-spinal-surgery","","","Revision Spinal Surgery - Mountain Spine & Orthopedics","ok",""
"http://localhost:3000/treatments/lumbar-microendoscopic-discectomy-surgery","https://mountainspineorthopedics.com/treatments/lumbar-microendoscopic-discectomy-surgery","https://mountainspineorthopedics.com/treatments/lumbar-microendoscopic-discectomy-surgery","","","Lumbar Microendoscopic Discectomy - Mountain Spine & Orthopedics","ok",""
"http://localhost:3000/blogs/how-long-does-an-orthopedic-appointment-take","https://mountainspineorthopedics.com/blogs/how-long-does-an-orthopedic-appointment-take","https://mountainspineorthopedics.com/blogs/how-long-does-an-orthopedic-appointment-take","","","How Long Does an Orthopedic Appointment Take","ok",""
"http://localhost:3000/treatments/percutaneous-carpal-tunnel-release","https://mountainspineorthopedics.com/treatments/percutaneous-carpal-tunnel-release","https://mountainspineorthopedics.com/treatments/percutaneous-carpal-tunnel-release","","","Percutaneous Carpal Tunnel Release | Mountain Spine & Orthopedics","ok",""
"http://localhost:3000/treatments/cortisone-injections-for-back-pain","https://mountainspineorthopedics.com/treatments/cortisone-injections-for-back-pain","https://mountainspineorthopedics.com/treatments/cortisone-injections-for-back-pain","","","Cortisone Injections for Back Pain | Mountain Spine & Orthopedics","ok",""
"http://localhost:3000/treatments/hybrid-cervical-spine-surgery","https://mountainspineorthopedics.com/treatments/hybrid-cervical-spine-surgery","https://mountainspineorthopedics.com/treatments/hybrid-cervical-spine-surgery","","","Hybrid Cervical Spine Surgery | Mountain Spine & Orthopedics","ok",""
"http://localhost:3000/treatments/shoulder-arthroscopy","https://mountainspineorthopedics.com/treatments/shoulder-arthroscopy","https://mountainspineorthopedics.com/treatments/shoulder-arthroscopy","","","Shoulder Arthroscopy for Pain Relief - Mountain Spine & Orthopedics","ok",""
"http://localhost:3000/area-of-specialty/adjacent-segment-disease","https://mountainspineorthopedics.com/area-of-specialty/adjacent-segment-disease","https://mountainspineorthopedics.com/area-of-specialty/adjacent-segment-disease","","index, follow","Adjacent Segment Disease | Mountain Spine & Orthopedics – Florida's Trusted Spine and Joint Pain Specialists","ok",""
"http://localhost:3000/area-of-specialty/cervical-deformities","https://mountainspineorthopedics.com/area-of-specialty/cervical-deformities","https://mountainspineorthopedics.com/area-of-specialty/cervical-deformities","","index, follow","Cervical Deformities | Mountain Spine & Orthopedics – Florida’s Trusted Spine and Joint Pain Specialists","ok",""
"http://localhost:3000/blogs/orthopedic-doctor-costs-florida","https://mountainspineorthopedics.com","https://mountainspineorthopedics.com","","noindex","Mountain Spine & Orthopedics","mismatch","Page has noindex but has canonical: noindex; Path mismatch: expected /blogs/orthopedic-doctor-costs-florida, got "
"http://localhost:3000/treatments/cervical-disc-replacement","https://mountainspineorthopedics.com/treatments/cervical-disc-replacement","https://mountainspineorthopedics.com/treatments/cervical-disc-replacement","","","Cervical Disc Replacement | Mountain Spine & Orthopedics","ok",""
"http://localhost:3000/treatments/coccygectomy-tailbone-removal-surgery","https://mountainspineorthopedics.com/treatments/coccygectomy-tailbone-removal-surgery","https://mountainspineorthopedics.com/treatments/coccygectomy-tailbone-removal-surgery","","","Coccygectomy (Tailbone Removal Surgery) | Mountain Spine & Orthopedics","ok",""
"http://localhost:3000/treatments/epidural-steroid-injection","https://mountainspineorthopedics.com/treatments/epidural-steroid-injection","https://mountainspineorthopedics.com/treatments/epidural-steroid-injection","","","Epidural Steroid Injection | Mountain Spine & Orthopedics","ok",""
"http://localhost:3000/treatments/acl-reconstruction-surgery","https://mountainspineorthopedics.com/treatments/acl-reconstruction-surgery","https://mountainspineorthopedics.com/treatments/acl-reconstruction-surgery","","","ACL Reconstruction Surgery | Mountain Spine & Orthopedics","ok",""
"http://localhost:3000/treatments/oblique-lumbar-interbody-fusion","https://mountainspineorthopedics.com/treatments/oblique-lumbar-interbody-fusion","https://mountainspineorthopedics.com/treatments/oblique-lumbar-interbody-fusion","","","Oblique Lumbar Interbody Fusion | Mountain Spine & Orthopedics","ok",""
"http://localhost:3000/treatments/lumbar-laminectomy-surgery","https://mountainspineorthopedics.com/treatments/lumbar-laminectomy-surgery","https://mountainspineorthopedics.com/treatments/lumbar-laminectomy-surgery","","","Lumbar Laminectomy - Mountain Spine & Orthopedics","ok",""
"http://localhost:3000/treatments/cervical-disc-arthroplasty","https://mountainspineorthopedics.com/treatments/cervical-disc-arthroplasty","https://mountainspineorthopedics.com/treatments/cervical-disc-arthroplasty","","","Cervical Disc Arthroplasty - Mountain Spine & Orthopedics","ok",""
"http://localhost:3000/treatments/arthroscopic-knee-surgery","https://mountainspineorthopedics.com/treatments/arthroscopic-knee-surgery","https://mountainspineorthopedics.com/treatments/arthroscopic-knee-surgery","","","Arthroscopic Knee Surgery - Mountain Spine & Orthopedics","ok",""
"http://localhost:3000/treatments/posterior-cervical-fusion-surgery","https://mountainspineorthopedics.com/treatments/posterior-cervical-fusion-surgery","https://mountainspineorthopedics.com/treatments/posterior-cervical-fusion-surgery","","","Posterior Cervical Fusion - Mountain Spine & Orthopedics","ok",""
"http://localhost:3000/treatments/non-surgical-treatments-for-pain-management","https://mountainspineorthopedics.com/treatments/non-surgical-treatments-for-pain-management","https://mountainspineorthopedics.com/treatments/non-surgical-treatments-for-pain-management","","","Non Surgical Treatments for Pain Management | Mountain Spine & Orthopedics","ok",""
"http://localhost:3000/area-of-specialty/trochanteric-bursitis","https://mountainspineorthopedics.com/area-of-specialty/trochanteric-bursitis","https://mountainspineorthopedics.com/area-of-specialty/trochanteric-bursitis","","index, follow","Trochanteric Bursitis | Mountain Spine & Orthopedics – Florida’s Trusted Spine and Joint Pain Specialists","ok",""
"http://localhost:3000/treatments/posterior-cervical-foraminotomy-surgery","https://mountainspineorthopedics.com/treatments/posterior-cervical-foraminotomy-surgery","https://mountainspineorthopedics.com/treatments/posterior-cervical-foraminotomy-surgery","","","Posterior Cervical Foraminotomy - Mountain Spine & Orthopedics","ok",""
"http://localhost:3000/area-of-specialty/failed-back-surgery-syndrome","https://mountainspineorthopedics.com/area-of-specialty/failed-back-surgery-syndrome","https://mountainspineorthopedics.com/area-of-specialty/failed-back-surgery-syndrome","","index, follow","Failed Back or Failed Neck Surgery Syndrome | Mountain Spine & Orthopedics – Florida’s Trusted Spine and Joint Pain Specialists","ok",""
"http://localhost:3000/area-of-specialty/herniated-disc","https://mountainspineorthopedics.com/area-of-specialty/herniated-disc","https://mountainspineorthopedics.com/area-of-specialty/herniated-disc","","index, follow","Herniated Disc | Mountain Spine & Orthopedics – Florida’s Trusted Spine and Joint Pain Specialists","ok",""
"http://localhost:3000/treatments/lumbar-microdiscectomy-surgery","https://mountainspineorthopedics.com/treatments/lumbar-microdiscectomy-surgery","https://mountainspineorthopedics.com/treatments/lumbar-microdiscectomy-surgery","","","Lumbar Microdiscectomy - Mountain Spine & Orthopedics","ok",""
"http://localhost:3000/treatments/coccyx-nerve-ablation","https://mountainspineorthopedics.com/treatments/coccyx-nerve-ablation","https://mountainspineorthopedics.com/treatments/coccyx-nerve-ablation","","","Coccyx Nerve Ablation | Mountain Spine & Orthopedics","ok",""
"http://localhost:3000/treatments/lumbar-fusion-surgery","https://mountainspineorthopedics.com/treatments/lumbar-fusion-surgery","https://mountainspineorthopedics.com/treatments/lumbar-fusion-surgery","","","Lumbar Fusion Surgery - Mountain Spine & Orthopedics","ok",""
"http://localhost:3000/treatments/hybrid-lumbar-spine-surgery","https://mountainspineorthopedics.com/treatments/hybrid-lumbar-spine-surgery","https://mountainspineorthopedics.com/treatments/hybrid-lumbar-spine-surgery","","","Hybrid Lumbar Spine Surgery - Mountain Spine & Orthopedics","ok",""
"http://localhost:3000/area-of-specialty/bursitis","https://mountainspineorthopedics.com/area-of-specialty/bursitis","https://mountainspineorthopedics.com/area-of-specialty/bursitis","","index, follow","Bursitis | Mountain Spine & Orthopedics – Florida’s Trusted Spine and Joint Pain Specialists","ok",""
